"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.932878125E0,-1.793231405E-3,6.252957601E-4,1.396373570E-2,1.409228826E-2
2.942887125E0,-2.560760686E-3,-3.666706709E-3,1.635817051E-2,1.695853696E-2
2.952897125E0,-1.948310528E-4,1.389275598E-3,1.276739538E-2,1.284423725E-2
2.962907125E0,5.394622888E-3,-1.757727843E-3,1.890580237E-2,1.973881776E-2
2.972917125E0,-4.556470206E-3,3.592182118E-3,1.980218053E-2,2.063471703E-2
2.982927125E0,-1.019518694E-2,-8.713598424E-3,1.815560460E-2,2.257198734E-2
2.992936125E0,-1.392459590E-3,-4.938553772E-3,1.381638587E-2,1.473841156E-2
3.002946125E0,-2.057964094E-3,-9.021088877E-3,1.351817787E-2,1.638158703E-2
3.012956125E0,3.392792065E-3,-5.000356100E-3,1.411576331E-2,1.535478339E-2
3.022966125E0,1.050762925E-4,-1.504561678E-3,1.725688756E-2,1.732267055E-2
3.032976125E0,-3.557683546E-3,8.226118796E-4,7.379186153E-3,8.233236958E-3
3.042986125E0,-7.331120213E-3,-4.664205154E-3,1.725981116E-2,1.932359218E-2
3.052995125E0,-2.420400102E-3,-7.807937809E-3,6.632496715E-3,1.052673939E-2
3.063005125E0,-3.412489872E-4,-4.225823865E-3,8.279072642E-3,9.301455909E-3
3.073015125E0,3.179661054E-3,-2.867300967E-3,1.426779091E-2,1.489635918E-2
3.083025125E0,-7.888259366E-3,-3.889339445E-3,9.177789688E-3,1.271154675E-2
3.093035125E0,3.086050786E-3,2.507350026E-3,1.606113195E-2,1.654601080E-2
3.103045125E0,1.919010496E-3,-5.803498579E-4,9.475997686E-3,9.685759619E-3
3.113054125E0,-3.002179787E-5,-1.096307253E-3,1.471510291E-2,1.475591558E-2
3.123064125E0,3.054850409E-3,-4.210059224E-3,1.980568886E-2,2.047735385E-2
3.133074125E0,1.274601649E-4,-3.176285201E-3,1.292000771E-2,1.330532348E-2
3.143084125E0,1.269366564E-3,4.604746280E-3,1.367020547E-2,1.448065943E-2
3.153094125E0,1.283290247E-3,-5.618918426E-3,1.276973426E-2,1.401018170E-2
3.163104125E0,-2.021912355E-3,-2.225139644E-5,1.546354651E-2,1.559518822E-2
3.173113125E0,-1.408813521E-5,6.963942479E-4,1.696160316E-2,1.697589896E-2
3.183123125E0,-1.455691746E-3,1.523528583E-3,1.695984900E-2,1.709025032E-2
3.193133125E0,-3.327312386E-3,-3.705261787E-4,1.711012244E-2,1.743458022E-2
3.203143125E0,4.291856289E-4,-6.295482391E-3,1.157222450E-2,1.318080721E-2
3.213153125E0,-4.476463851E-3,-5.230745533E-3,5.285882950E-3,8.679860944E-3
3.223163125E0,-2.334400350E-3,-3.488878263E-3,1.307028115E-2,1.372785292E-2
3.233172125E0,-1.500907168E-4,-1.807182496E-3,1.232300699E-2,1.245571905E-2
3.243182125E0,-4.358085142E-3,-1.031773179E-2,2.459689736E-2,2.702694684E-2
3.253192125E0,-8.271717941E-3,-8.595438986E-3,2.504537880E-2,2.774119479E-2
3.263202125E0,2.797984052E-3,-8.531411975E-3,1.606464028E-2,1.840343371E-2
3.273212125E0,-3.954362310E-4,-5.202194676E-5,1.950923502E-2,1.951331154E-2
3.283222125E0,-2.403653311E-3,-7.485888703E-3,1.486829996E-2,1.681910885E-2
3.293231125E0,-1.299150819E-3,-5.651516654E-3,6.636005044E-3,8.812717871E-3
3.303241125E0,-1.900518676E-3,-2.985136067E-3,1.606639445E-2,1.645150568E-2
3.313251125E0,3.808456007E-4,-1.677712351E-3,2.160604656E-2,2.167443217E-2
3.323261125E0,6.131426878E-3,-4.100323431E-3,1.576701701E-2,1.740706389E-2
3.333271125E0,-8.089659400E-3,-4.276205851E-3,1.801234782E-2,2.020329675E-2
3.343281125E0,3.577116402E-3,-3.469248977E-3,1.890989542E-2,1.955544924E-2
3.353290125E0,8.813398518E-4,-5.468078535E-3,1.576409340E-2,1.670877864E-2
3.363300125E0,1.910404125E-3,-1.427661655E-3,1.247035682E-2,1.269636409E-2
3.373310125E0,-4.682157934E-4,-1.024296965E-2,1.396607459E-2,1.732596008E-2
3.383320125E0,1.700991578E-3,5.736575369E-4,1.261770666E-2,1.274476271E-2
3.393330125E0,1.578318821E-3,5.847453196E-3,1.576116979E-2,1.688485334E-2
3.403340125E0,1.688100295E-3,-8.814951684E-4,1.890404820E-2,1.899973039E-2
3.413349125E0,-7.111922717E-3,-4.287068881E-3,1.995537758E-2,2.161424296E-2
3.423359000E0,-7.719220016E-3,-7.295726286E-3,1.561440468E-2,1.888448075E-2
3.433369000E0,-1.493278379E-3,-4.815684585E-3,1.112315834E-2,1.221250792E-2
3.443379000E0,-8.429492265E-4,-3.737969650E-3,1.216922522E-2,1.275825313E-2
3.453389000E0,-5.665897150E-3,-2.994971266E-3,1.216805577E-2,1.375259338E-2
3.463399000E0,-2.998744547E-3,-5.946997474E-3,1.890580237E-2,2.004466540E-2
3.473408000E0,-8.879398964E-3,-1.841745023E-3,1.501506507E-2,1.754103560E-2
3.483418000E0,-2.987707928E-3,-5.191898094E-3,1.351817787E-2,1.478591686E-2
3.493428000E0,-1.521555148E-3,-5.428500194E-3,2.025358558E-2,2.102359325E-2
3.503438000E0,-3.517739754E-3,1.109956848E-3,1.246860266E-2,1.300279006E-2
3.513448000E0,3.799776547E-3,-5.269437656E-4,1.052498817E-2,1.120229207E-2
3.523458000E0,-1.532381633E-3,-5.079448828E-4,1.980744302E-2,1.987312257E-2
3.533467000E0,3.820360573E-3,-2.887336817E-4,1.845965981E-2,1.885305181E-2
3.543477000E0,1.092141112E-3,-5.055493517E-3,1.801234782E-2,1.874020973E-2
3.553487000E0,-9.043175820E-4,3.634135891E-3,1.472036541E-2,1.518926896E-2
3.563497000E0,6.533669634E-3,4.952427205E-3,4.243909121E-3,9.231800405E-3
3.573507000E0,-8.508612402E-3,-2.860119855E-3,1.711830854E-2,1.932907804E-2
3.583517000E0,-2.236559987E-5,-6.442261208E-4,6.941229701E-3,6.971097279E-3
3.593526000E0,4.337227028E-3,-2.291341089E-3,2.056290329E-2,2.113988585E-2
3.603536000E0,-1.807493130E-3,-5.648127096E-3,9.486522675E-3,1.118760401E-2
3.613546000E0,-2.607383095E-3,-6.959365206E-3,9.338003397E-3,1.193438386E-2
3.623556000E0,-2.926010666E-3,-6.597696645E-3,1.068461716E-2,1.289388162E-2
3.633566000E0,3.639032934E-3,-6.741218381E-3,8.441625237E-3,1.139945712E-2
3.643575000E0,-5.070586642E-3,3.076626719E-3,1.517878711E-2,1.629638178E-2
3.653585000E0,-1.491177035E-3,4.345212132E-4,1.922038257E-2,1.928303720E-2
3.663595000E0,-7.202454060E-3,-6.441100901E-3,1.877073169E-2,2.111169092E-2
3.673605000E0,1.594636207E-3,-1.036700828E-2,1.652481616E-2,1.957261542E-2
3.683615000E0,1.157246204E-3,-1.379778441E-3,1.098691821E-2,1.113352501E-2
3.693625000E0,-6.867280696E-3,-7.507276721E-4,2.011617601E-2,2.126931295E-2
3.703635000E0,1.075494820E-3,8.747434616E-4,6.195709705E-3,6.348912032E-3
3.713644000E0,-1.766754482E-3,2.521643727E-3,1.936831713E-2,1.961152255E-2
3.723654000E0,2.774567781E-3,-8.563841181E-4,9.788239002E-3,1.020986008E-2
3.733664000E0,-1.810992323E-3,-8.559592813E-4,1.323283374E-2,1.338358130E-2
3.743674000E0,-5.336260367E-3,1.432257202E-3,1.786967576E-2,1.870434033E-2
3.753684000E0,-3.714343244E-3,-5.268752435E-3,1.472328901E-2,1.607268918E-2
3.763693000E0,-4.274351187E-3,-9.910980281E-3,1.831464887E-2,2.125850351E-2
3.773703000E0,-4.695314169E-3,-6.197404484E-3,1.906367719E-2,2.058828758E-2
3.783713000E0,3.065950982E-3,2.356519271E-4,1.217741132E-2,1.255965500E-2
3.793723000E0,-3.007204738E-4,-2.007161840E-3,1.562142134E-2,1.575271202E-2
3.803733000E0,-1.729113031E-3,-1.576254023E-3,1.622017622E-2,1.638806045E-2
3.813743000E0,-1.936670914E-3,-1.693577492E-3,1.951391280E-2,1.968277652E-2
3.823753000E0,1.468171896E-3,-8.670233097E-4,7.690258026E-3,7.877012546E-3
3.833762000E0,3.139434038E-3,1.821206678E-3,1.876780808E-2,1.911552929E-2
3.843772000E0,1.818100344E-3,-4.051901177E-3,2.340874314E-2,2.382630159E-2
3.853782000E0,-1.920645889E-3,-5.865287203E-3,8.886013627E-3,1.081904399E-2
3.863792000E0,8.510147296E-3,-7.264708634E-4,1.053200483E-2,1.355999604E-2
3.873802000E0,2.844204465E-3,1.340163555E-3,5.320966244E-5,3.144577660E-3
3.883812000E0,5.788195319E-4,-5.053378469E-3,1.203064620E-2,1.306170410E-2
3.893821000E0,3.237283537E-3,8.628114872E-4,2.520559251E-2,2.542727556E-2
3.903831000E0,3.952535056E-4,3.159310003E-3,1.742353320E-2,1.771205731E-2
3.913841000E0,-1.133053349E-3,-7.705899328E-4,1.398069263E-2,1.404768255E-2
3.923851000E0,-2.566562220E-3,-7.185318978E-3,1.682360888E-2,1.847294958E-2
3.933861000E0,-1.241309065E-3,-5.686965398E-3,1.338018358E-2,1.459149534E-2
3.943871000E0,1.459337119E-3,2.411263827E-3,1.173360765E-2,1.206736950E-2
3.953880000E0,-5.222513750E-3,6.893912936E-4,7.840531468E-3,9.445837387E-3
3.963890000E0,-6.663167188E-3,1.209976212E-3,1.427305341E-2,1.579816106E-2
3.973900000E0,3.396757208E-3,5.993391476E-3,1.741710126E-2,1.873003250E-2
3.983910000E0,2.640785314E-3,6.361724949E-4,2.205979049E-2,2.222639915E-2
3.993920000E0,-7.156379828E-3,-2.414680794E-3,7.838777304E-3,1.088535186E-2
4.003930000E0,-5.234792903E-3,-4.443883896E-3,1.936422408E-2,2.054566463E-2
4.013939000E0,-4.580005249E-3,-7.031934634E-3,1.592138350E-2,1.799763888E-2
4.023949000E0,2.730028443E-3,3.679049816E-3,1.607107222E-2,1.671130830E-2
4.033959000E0,-1.757691298E-3,2.602540869E-3,1.232943892E-2,1.272311919E-2
4.043969000E0,-5.294562411E-3,-1.657621684E-3,1.248029709E-2,1.365788842E-2
4.053979000E0,-9.012011988E-3,5.584291946E-3,1.457593918E-2,1.802383643E-2
4.063989000E0,-2.759428974E-3,-6.002596272E-3,1.996356368E-2,2.102830200E-2
4.073998000E0,-4.481278667E-3,-2.154621310E-3,2.220830977E-2,2.275814743E-2
4.084008000E0,1.833202606E-3,4.234781982E-3,1.038114667E-2,1.136055529E-2
4.094018000E0,-3.673677687E-3,-2.582532428E-3,1.277441204E-2,1.354071580E-2
4.104028000E0,-4.941417994E-3,-7.096500685E-3,1.412044108E-2,1.655792227E-2
4.114038000E0,-2.722481880E-3,-2.257217104E-3,1.052849650E-2,1.110658252E-2
4.124048000E0,-6.368485792E-3,-8.228558181E-3,1.382106364E-2,1.729995899E-2
4.134057000E0,-4.991649231E-3,3.085383838E-3,1.023262739E-2,1.179588143E-2
4.144067000E0,1.494054962E-3,-6.099970685E-3,1.996297896E-2,2.092755054E-2
4.154077000E0,-5.363797098E-3,-4.892749060E-3,1.382398725E-2,1.561447841E-2
4.164087000E0,-1.633173013E-3,-2.635047734E-3,1.711772382E-2,1.739618348E-2
4.174097000E0,3.782271445E-3,3.335626395E-3,1.607048750E-2,1.684317515E-2
4.184107000E0,4.433331499E-3,-5.775349718E-3,1.876546919E-2,2.012838609E-2
4.194116000E0,-9.320744975E-3,2.879369985E-3,1.756854415E-2,2.009529303E-2
4.204126000E0,-3.580058282E-3,-2.206515349E-3,1.367488325E-2,1.430691997E-2
4.214136000E0,5.009236559E-4,-5.027554790E-3,1.681717694E-2,1.755974578E-2
4.224146000E0,1.682006400E-3,-3.667291431E-3,1.127577066E-2,1.197585805E-2
4.234156000E0,-3.383728880E-3,-3.546007387E-3,4.990598559E-3,6.994988457E-3
4.244166000E0,-3.407757282E-3,-1.563207423E-3,5.888730884E-3,6.980943959E-3
4.254175000E0,1.012975294E-3,-3.914212952E-3,2.026001751E-2,2.065951335E-2
4.264185000E0,-1.592726726E-4,-4.195861453E-3,2.969274580E-2,2.998816057E-2
4.274195000E0,-2.916317079E-3,-4.909642031E-3,2.205920577E-2,2.278635665E-2
4.284205000E0,1.530974647E-3,-6.852470795E-3,2.071376145E-2,2.187144606E-2
4.294215000E0,6.450191494E-3,-2.997904010E-3,1.188388109E-2,1.384987468E-2
4.304225000E0,1.501784250E-3,-6.352858194E-3,1.412979662E-2,1.556487442E-2
4.314234000E0,-5.877045589E-3,1.404135749E-3,1.832166553E-2,1.929234796E-2
4.324244000E0,-1.608897932E-5,-5.673078261E-3,1.173536181E-2,1.303467655E-2
4.334254000E0,-1.920773797E-3,3.948487686E-3,2.131543994E-2,2.176299398E-2
4.344264000E0,9.190909378E-4,4.098943854E-4,1.862104297E-2,1.864821661E-2
4.354274000E0,2.533854358E-4,-4.438667083E-3,9.343850613E-3,1.034763325E-2
4.364284000E0,-6.957355225E-3,8.376501873E-4,1.907537162E-2,2.032181715E-2
4.374293000E0,-1.346284859E-3,-3.456919575E-3,1.338778496E-2,1.389228426E-2
4.384303000E0,-2.996816793E-3,-1.232967647E-3,1.368657768E-2,1.406497524E-2
4.394313000E0,-9.375763619E-3,6.893707369E-3,2.087046683E-2,2.389570109E-2
4.404323000E0,-4.896458387E-3,-3.393733101E-3,2.102307916E-2,2.185091729E-2
4.414333000E0,-2.858530143E-3,-6.178830438E-3,2.476588190E-2,2.568458772E-2
4.424343500E0,2.279372569E-3,-4.150417624E-3,8.448057175E-3,9.684584441E-3
4.434352500E0,8.799063703E-3,-8.977705278E-3,7.551679015E-3,1.466460262E-2
4.444362500E0,5.234820312E-3,1.745814141E-3,1.443794489E-2,1.545656700E-2
4.454372500E0,1.721566468E-3,-1.214311374E-3,1.473907650E-2,1.488887904E-2
4.464382500E0,-3.723625699E-3,2.217679876E-3,1.369242489E-2,1.436196337E-2
4.474392500E0,3.587138895E-3,-1.227859556E-2,7.852225900E-3,1.500962777E-2
4.484402500E0,2.786207395E-3,-7.720444277E-3,9.647321105E-3,1.266645238E-2
4.494411500E0,6.280275062E-4,-6.137146186E-3,2.716148615E-2,2.785328188E-2
4.504421500E0,1.834563911E-5,-9.824235924E-3,9.051489830E-3,1.335834631E-2
4.514431500E0,5.159784090E-3,-1.142034307E-4,2.237378597E-2,2.296133082E-2
4.524441500E0,1.203685887E-3,1.911180709E-3,1.833335996E-2,1.847196683E-2
4.534451500E0,1.216312218E-3,-3.833425445E-3,2.432090878E-2,2.465119004E-2
4.544461500E0,-4.985884242E-3,-9.824555693E-3,1.773343563E-2,2.087715679E-2
4.554470500E0,-3.548949268E-3,-8.369421260E-4,9.946698546E-3,1.059397588E-2
4.564480500E0,-6.722525563E-3,-1.058537895E-3,3.000030935E-2,3.076250012E-2
4.574490500E0,-1.546192939E-2,-1.835152287E-2,4.943703890E-2,5.495334810E-2
4.584500500E0,-2.434268966E-3,-7.502621789E-3,6.871589363E-2,6.916710950E-2
4.594510500E0,4.509746385E-2,-1.410797555E-1,1.063906735E-1,1.823629734E-1
4.604520500E0,4.572916962E-1,-1.309736107E0,1.435567456E-1,1.394680215E0
4.614529500E0,4.629081661E-1,-4.914137444E-1,3.932293457E-1,7.812814837E-1
4.624539500E0,-3.994954778E-3,1.242445618E0,3.258004242E-1,1.284458247E0
4.634549500E0,-2.661311599E-1,1.247861894E0,6.237166464E-2,1.277448756E0
4.644559500E0,-2.326290445E-1,3.408864599E-1,1.411623108E-1,4.361727282E-1
4.654569500E0,-2.175276416E-1,3.296439818E-1,-9.526751518E-2,4.062749427E-1
4.664579500E0,-3.102698905E-2,3.617000260E-1,-2.868901277E-1,4.627045798E-1
4.674588500E0,3.761863931E-1,3.975203066E-2,-2.441615993E-1,4.502347309E-1
4.684598500E0,5.260115001E-1,-4.451636573E-1,4.192453623E-4,6.891001058E-1
4.694608500E0,6.422423798E-1,-4.727561929E-1,3.794948208E-1,8.831704316E-1
4.704618500E0,7.116850092E-1,-2.114724844E-1,2.024370378E-1,7.695433180E-1
4.714628500E0,3.848609203E-1,-8.068444971E-3,1.968465149E-2,3.854484573E-1
4.724638500E0,1.559942119E-1,-2.619683078E-1,4.874063551E-2,3.087672878E-1
4.734648500E0,3.085523806E-1,-6.730184685E-1,1.192826146E-1,7.499245113E-1
4.744657500E0,6.259543028E-1,-5.625077737E-1,7.220328999E-1,1.108857652E0
4.754667500E0,7.465359494E-2,2.026136237E-1,1.628532005E0,1.642784810E0
4.764677500E0,-1.367867754E-1,9.503782924E-2,1.583644100E0,1.592379178E0
4.774687500E0,1.241494897E-1,-3.521466258E-1,1.015514009E0,1.081983847E0
4.784697500E0,2.779377664E-1,-3.167670242E-1,4.497649044E-1,6.163434260E-1
4.794707500E0,2.358542955E-1,-2.544440011E-1,1.963097405E-1,3.986307974E-1
4.804716500E0,-1.102366431E-2,-2.219423991E-1,4.493772340E-1,5.013181107E-1
4.814726500E0,-8.838826597E-2,4.718410671E-2,9.569389415E-1,9.621699243E-1
4.824736500E0,1.070074908E-1,1.867055427E-1,1.349014632E0,1.366071023E0
4.834746500E0,2.612607765E-1,6.238906011E-2,1.612634595E0,1.634851652E0
4.844756500E0,2.662260675E-1,3.818597272E-2,1.909969019E0,1.928812107E0
4.854766500E0,3.210039167E-2,5.680146083E-2,2.148612601E0,2.149602975E0
4.864775500E0,-2.717768294E-1,-1.160087585E-3,2.114926792E0,2.132317829E0
4.874785500E0,-5.235481778E-1,-1.382055201E-1,1.872317628E0,1.949045090E0
4.884795500E0,-5.319872814E-1,-6.106905118E-2,1.575135232E0,1.663667904E0
4.894805500E0,-3.663608416E-1,1.214393601E-2,1.357758558E0,1.406369810E0
4.904815500E0,-1.859446006E-1,-8.129164651E-2,1.055548725E0,1.074879918E0
4.914825500E0,-4.156445738E-2,-1.177664316E-1,6.550232238E-1,6.668222853E-1
4.924834500E0,4.159796923E-2,-8.409904093E-2,3.179499525E-1,3.315044676E-1
4.934844500E0,5.797368139E-2,-1.184126951E-1,1.892965901E-1,2.306853119E-1
4.944854500E0,-6.288307674E-2,-1.196276003E-1,3.074840212E-1,3.358741839E-1
4.954864500E0,-1.800313114E-1,-1.168633291E-1,4.494842380E-1,4.981007840E-1
4.964874500E0,-1.506639632E-1,-1.400791141E-1,5.299121046E-1,5.684440400E-1
4.974884500E0,1.725180779E-2,-2.694559233E-1,5.573431474E-1,6.193024329E-1
4.984893500E0,2.004268382E-1,-2.599762711E-1,5.807401961E-1,6.670965105E-1
4.994903500E0,1.936553239E-1,-1.015901095E-1,5.693837339E-1,6.099350549E-1
5.004913500E0,1.094845815E-1,-1.674043223E-1,5.438553751E-1,5.794736833E-1
5.014923500E0,8.908744678E-2,-2.677505828E-1,3.368019605E-1,4.393887895E-1
5.024933500E0,7.970266566E-2,-2.046216307E-1,5.327222764E-2,2.259656100E-1
5.034943500E0,7.379982837E-2,-1.593103141E-1,-4.501420498E-2,1.812525020E-1
5.044952500E0,5.696693704E-2,-1.612412108E-1,1.849006534E-2,1.720053560E-1
5.054962500E0,7.081562877E-2,-2.078818189E-1,4.710750818E-2,2.246081504E-1
5.064972500E0,2.099836005E-1,-1.672548529E-1,5.043925166E-2,2.731509041E-1
5.074982500E0,2.658529421E-1,-1.066440772E-1,1.398215443E-1,3.187488200E-1
5.084992500E0,2.867410967E-1,-1.815786309E-1,2.017318636E-1,3.948252785E-1
5.095002500E0,3.648501038E-1,-1.139867914E-1,1.124431264E-1,3.984370007E-1
5.105012500E0,3.608492196E-1,-5.193094946E-2,-3.938392103E-2,3.666879818E-1
5.115021500E0,2.973154208E-1,-7.315670773E-3,-1.852117252E-1,3.503617583E-1
5.125031500E0,1.915627516E-1,4.847049415E-3,-2.340886009E-1,3.025181891E-1
5.135041500E0,5.859231681E-2,-8.496048197E-2,-1.800995046E-1,2.075745038E-1
5.145051500E0,3.842431985E-2,-1.372859723E-1,-1.593763876E-1,2.138333451E-1
5.155061500E0,9.163434774E-2,-8.113706075E-2,-9.256785572E-2,1.534564571E-1
5.165071500E0,6.353321403E-2,-7.752063096E-2,2.954598069E-2,1.044934567E-1
5.175080500E0,5.400027908E-2,-1.628824877E-1,9.501842380E-2,1.961510536E-1
5.185090500E0,1.053242876E-1,-1.357704471E-1,1.062526792E-1,2.020308187E-1
5.195100500E0,8.605413057E-2,-1.077304899E-1,2.252926344E-1,2.641362204E-1
5.205110500E0,3.086730525E-2,-8.716338392E-2,2.925853157E-1,3.068491698E-1
5.215120500E0,6.923848853E-2,-7.514165472E-2,2.057980174E-1,2.297674053E-1
5.225130500E0,1.585854055E-1,-1.079086107E-1,1.161952847E-1,2.242653413E-1
5.235139500E0,1.696298457E-1,-8.049478065E-2,8.820817173E-2,2.074472844E-1
5.245149500E0,8.656970881E-2,-4.843753047E-2,8.434023857E-2,1.302066998E-1
5.255159500E0,-2.213529266E-2,-5.498261131E-2,1.105673397E-1,1.254519642E-1
5.265169500E0,-1.066255854E-1,-1.339771792E-1,1.398051721E-1,2.210529035E-1
5.275179500E0,-1.215001711E-1,-1.595819538E-1,7.729434371E-2,2.149490803E-1
5.285189500E0,4.137855247E-3,-1.015593202E-1,1.005545676E-2,1.021397551E-1
5.295198500E0,1.214707158E-1,-1.138182819E-1,1.126255596E-1,2.009832151E-1
5.305208500E0,1.489265361E-1,-1.110508678E-1,6.368377984E-2,1.963849084E-1
5.315218500E0,1.922443908E-1,-1.475799772E-1,-3.520491600E-2,2.449023102E-1
5.325228500E0,2.408202079E-1,-2.172894955E-1,-1.986182213E-2,3.249670589E-1
5.335238500E0,2.294399913E-1,-1.771253366E-1,-4.160878658E-2,2.928265453E-1
5.345248500E0,1.679114952E-1,-1.377151945E-1,-1.012106252E-1,2.395899323E-1
5.355258500E0,1.319211520E-1,-2.238800202E-1,-1.189867455E-1,2.858029030E-1
5.365267500E0,1.313324835E-1,-2.657593136E-1,-1.142540091E-1,3.176951567E-1
5.375277500E0,1.695641376E-1,-2.274976559E-1,-8.550968170E-2,2.963428519E-1
5.385287500E0,1.871844296E-1,-1.453474737E-1,-1.883639592E-1,3.027290537E-1
5.395297500E0,2.375839202E-1,-1.210872755E-1,-3.365709955E-1,4.294045673E-1
5.405307500E0,3.021649553E-1,-1.349893687E-1,-4.225952321E-1,5.367611388E-1
5.415317500E0,2.662594698E-1,-1.564156865E-1,-4.279787636E-1,5.277554304E-1
5.425326667E0,2.434011689E-1,-1.430086514E-1,-3.737253731E-1,4.683655174E-1
5.435336667E0,2.500293533E-1,-9.488209231E-2,-3.275037181E-1,4.228190799E-1
5.445346667E0,3.497001873E-1,-5.193336144E-2,-3.197321838E-1,4.766717575E-1
5.455356667E0,4.751538802E-1,-5.614370389E-2,-3.530800241E-1,5.946333566E-1
5.465366667E0,4.802031702E-1,-1.019228891E-1,-4.004629362E-1,6.335249981E-1
5.475376667E0,3.704722747E-1,1.602259515E-2,-3.919125527E-1,5.395385796E-1
5.485385667E0,2.180378477E-1,4.884997845E-2,-3.758666235E-1,4.372671290E-1
5.495395667E0,1.017579246E-1,-3.258061253E-2,-3.000416851E-1,3.184983270E-1
5.505405667E0,1.557809347E-1,-5.372942509E-2,-2.997978562E-1,3.421013086E-1
5.515415667E0,3.315368351E-1,-3.239470761E-2,-2.895517802E-1,4.413686935E-1
5.525425667E0,4.564345309E-1,-3.539396379E-2,-2.285039252E-1,5.116632267E-1
5.535435667E0,4.865510537E-1,-5.993834585E-2,-2.507666141E-1,5.506436487E-1
5.545444667E0,4.662872355E-1,-2.724930402E-2,-3.202467388E-1,5.663252460E-1
5.555454667E0,4.219394669E-1,3.756916456E-2,-4.034268898E-1,5.849765903E-1
5.565464667E0,4.133784123E-1,9.711234827E-2,-4.559091586E-1,6.230294382E-1
5.575474667E0,4.017481542E-1,3.225258373E-2,-4.385060906E-1,5.955916387E-1
5.585484667E0,3.207532538E-1,-2.314941913E-2,-3.744820029E-1,4.936145418E-1
5.595494667E0,2.186317787E-1,2.349893644E-2,-3.827926505E-1,4.414547178E-1
5.605504667E0,1.760992782E-1,7.613575447E-2,-3.507844073E-1,3.998215968E-1
5.615513667E0,1.002586985E-1,-1.424907982E-2,-2.626195049E-1,2.814673112E-1
5.625523667E0,3.870520547E-2,-8.883543178E-2,-2.586609399E-1,2.762160544E-1
5.635533667E0,8.801740631E-2,-9.097960576E-2,-3.502827162E-1,3.724544720E-1
5.645543667E0,1.847869250E-1,-3.873539172E-2,-3.622987443E-1,4.085425539E-1
5.655553667E0,1.854456870E-1,-1.110554360E-2,-3.503534675E-1,3.965614556E-1
5.665563667E0,1.548343436E-1,-1.498107813E-2,-3.011041242E-1,3.389126735E-1
5.675572667E0,6.247552581E-2,-2.539745428E-2,-2.471161973E-1,2.561535418E-1
5.685582667E0,3.843601428E-2,-6.711777650E-2,-2.598654664E-1,2.711313035E-1
5.695592667E0,5.243227512E-2,-8.144447811E-2,-2.829298085E-1,2.990512047E-1
5.705602667E0,9.774753861E-2,-2.820579886E-2,-2.829023266E-1,3.006391105E-1
5.715612667E0,1.423358470E-1,-1.971067160E-2,-2.598526025E-1,2.969366581E-1
5.725622667E0,1.684018573E-1,-6.282665111E-2,-2.321204281E-1,2.935749764E-1
5.735631667E0,1.724413332E-1,-6.103360243E-2,-1.635846287E-1,2.453997652E-1
5.745641667E0,1.882924770E-1,-6.160246342E-2,-1.300485080E-1,2.369842502E-1
5.755651667E0,2.573302598E-1,-6.652157977E-2,-1.073601419E-1,2.866534201E-1
5.765661667E0,3.344594928E-1,-1.265721191E-1,-4.184793770E-2,3.600484739E-1
5.775671667E0,3.166928742E-1,-1.051144456E-1,-9.066692591E-3,3.338047755E-1
5.785681667E0,2.864211079E-1,-1.074265078E-1,-1.118157202E-1,3.256996483E-1
5.795691667E0,2.290047392E-1,-7.008465372E-2,-2.269965130E-1,3.299734023E-1
5.805700667E0,6.556395203E-2,-6.436878115E-2,-2.929273778E-1,3.069990561E-1
5.815710667E0,-1.618677400E-2,-5.502551526E-2,-3.672431499E-1,3.716952382E-1
5.825720667E0,1.539564572E-2,-6.539920673E-2,-4.245020092E-1,4.297860374E-1
5.835730667E0,2.373677194E-2,-5.146938488E-2,-4.062815005E-1,4.102160279E-1
5.845740667E0,7.891000248E-2,-7.207146451E-2,-3.742896295E-1,3.892477504E-1
5.855750667E0,1.624491725E-1,-8.225336730E-2,-3.457774365E-1,3.907907185E-1
5.865759667E0,2.166123696E-1,-1.000071220E-1,-3.414569288E-1,4.165515303E-1
5.875769667E0,1.845867310E-1,-8.757871896E-2,-3.183042938E-1,3.782326225E-1
5.885779667E0,1.052837956E-1,-5.541011587E-2,-2.274321306E-1,2.566716435E-1
5.895789667E0,3.246914998E-2,-7.372520328E-2,-1.010942656E-1,1.292660119E-1
5.905799667E0,8.444548845E-3,-1.129166047E-1,-6.889189482E-2,1.325426844E-1
5.915809667E0,5.475135393E-2,-1.596896522E-1,-1.245749295E-1,2.098032622E-1
5.925819667E0,1.138100593E-1,-1.889125742E-1,-2.006267399E-1,2.981472439E-1
5.935828667E0,1.619189762E-1,-1.975033034E-1,-2.437259817E-1,3.530264351E-1
5.945838667E0,1.370930873E-1,-2.132695895E-1,-2.296119726E-1,3.420527596E-1
5.955848667E0,9.322676383E-2,-2.077455787E-1,-2.488042885E-1,3.372729295E-1
5.965858667E0,4.521476448E-2,-1.449827354E-1,-2.945377010E-1,3.313862185E-1
5.975868667E0,-2.301690660E-2,-1.229302539E-1,-2.761236495E-1,3.031268631E-1
5.985878667E0,-6.629119948E-2,-1.552641870E-1,-2.180619675E-1,2.757762001E-1
5.995887667E0,-9.200367250E-2,-1.793288416E-1,-1.680209112E-1,2.624014782E-1
