"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.169012125E0,-1.783931847E0,-1.538153054E0,-1.963921863E0,3.066808885E0
9.179022125E0,-1.322057944E0,-1.641227918E0,-2.012830898E0,2.914267406E0
9.189032125E0,-6.851388694E-1,-1.658742522E0,-1.432559064E0,2.296316071E0
9.199042125E0,-3.389411643E-1,-1.562970099E0,-6.848013389E-1,1.739744096E0
9.209052125E0,-2.144371323E-1,-1.577222103E0,-1.740558225E-1,1.601220870E0
9.219062125E0,9.440358907E-2,-1.611688223E0,1.124396181E-1,1.618361404E0
9.229072125E0,5.704077275E-1,-1.605378785E0,2.659494942E-1,1.724336148E0
9.239081125E0,9.072935955E-1,-1.504813546E0,1.931329483E-1,1.767751627E0
9.249091125E0,9.720450769E-1,-1.550726907E0,-6.502630055E-2,1.831353049E0
9.259101125E0,7.851294731E-1,-1.682604716E0,-3.518252116E-1,1.889806313E0
9.269111125E0,2.585969129E-1,-1.682176408E0,-6.107229638E-1,1.808195888E0
9.279121125E0,-2.628802907E-1,-1.509909833E0,-1.009906529E0,1.835441350E0
9.289131125E0,-5.367226490E-1,-1.387884582E0,-1.088354529E0,1.843586286E0
9.299141125E0,-9.434155011E-1,-1.506402673E0,-1.002992781E0,2.040900865E0
9.309151125E0,-1.129953229E0,-1.757627124E0,-9.312515384E-1,2.287635643E0
9.319160125E0,-9.367342532E-1,-1.810269753E0,-8.472404981E-1,2.207343223E0
9.329170125E0,-4.539196435E-1,-1.677159935E0,-8.070672029E-1,1.915793820E0
9.339180125E0,2.432251677E-1,-1.615654974E0,-7.549936545E-1,1.799865244E0
9.349190125E0,7.531921273E-1,-1.534421654E0,-6.996152598E-1,1.846946048E0
9.359200125E0,9.201138351E-1,-1.463136640E0,-6.790675592E-1,1.857016706E0
9.369210125E0,7.770250860E-1,-1.458484449E0,-7.878690398E-1,1.830760087E0
9.379220125E0,6.027634415E-1,-1.351779926E0,-1.071838483E0,1.827421809E0
9.389230125E0,4.783566560E-1,-1.242825395E0,-1.366469155E0,1.908056080E0
9.399239125E0,4.210110752E-1,-1.107098217E0,-1.488298232E0,1.902090538E0
9.409249125E0,4.783446692E-1,-9.243122821E-1,-1.306388429E0,1.670274692E0
9.419259125E0,5.502136739E-1,-7.134708951E-1,-1.003710819E0,1.348781381E0
9.429268792E0,6.405550195E-1,-5.208892296E-1,-7.920550615E-1,1.144109935E0
9.439278792E0,8.151780219E-1,-4.560238006E-1,-7.267030710E-1,1.183456914E0
9.449288792E0,1.073000764E0,-5.657344500E-1,-8.690944666E-1,1.492216907E0
9.459298792E0,1.411758179E0,-5.570994647E-1,-1.292408906E0,1.993424629E0
9.469307792E0,1.730866465E0,-5.835759495E-1,-1.861578047E0,2.608051463E0
9.479317792E0,1.930738622E0,-6.273124648E-1,-2.459427781E0,3.189052769E0
9.489327792E0,2.091527697E0,-6.049397021E-1,-2.915629300E0,3.638864434E0
9.499337792E0,2.236599456E0,-6.186390705E-1,-3.210951698E0,3.961729702E0
9.509347792E0,2.348722740E0,-5.158191454E-1,-3.391280413E0,4.157324950E0
9.519357792E0,2.472737506E0,-4.184122802E-1,-3.362122103E0,4.194444498E0
9.529367792E0,2.465740143E0,-3.997006785E-1,-3.104564533E0,3.984715300E0
9.539377792E0,2.335611820E0,-4.231302524E-1,-2.795269044E0,3.667103873E0
9.549386792E0,2.280688193E0,-3.574623661E-1,-2.580224240E0,3.462206681E0
9.559396792E0,2.229904979E0,-2.575895838E-1,-2.287370537E0,3.204823331E0
9.569406792E0,2.006815721E0,-2.989067771E-1,-1.912730075E0,2.788402937E0
9.579416792E0,1.575890546E0,-2.942611825E-1,-1.538224683E0,2.221746122E0
9.589426792E0,1.171994271E0,-2.382259993E-1,-1.428442039E0,1.862999962E0
9.599436792E0,9.328380342E-1,-2.772452916E-1,-1.546486799E0,1.827203647E0
9.609446792E0,8.956320548E-1,-2.266103227E-1,-1.712014457E0,1.945379787E0
9.619455792E0,1.071039096E0,-1.729499130E-1,-1.796162322E0,2.098388788E0
9.629465792E0,1.314172974E0,-9.652477618E-2,-1.633220302E0,2.098517618E0
9.639475792E0,1.312550664E0,-7.769743614E-2,-1.372719244E0,1.900837778E0
9.649485792E0,1.309355307E0,-1.612130894E-1,-1.138797873E0,1.742774103E0
9.659495792E0,1.564377524E0,2.021228962E-2,-8.498904562E-1,1.780449202E0
9.669505792E0,1.793298794E0,1.659472145E-1,-5.103484905E-1,1.871874629E0
9.679515792E0,1.704559842E0,2.177646000E-1,-6.400654614E-2,1.719605336E0
9.689525792E0,1.445574235E0,3.416148768E-1,2.658506763E-1,1.508993763E0
9.699534792E0,1.218707092E0,4.328581920E-1,4.355380440E-1,1.364663540E0
9.709544792E0,9.819927987E-1,4.440616033E-1,4.304188067E-1,1.160500286E0
9.719554792E0,7.386031781E-1,3.372640001E-1,2.542047769E-1,8.508241470E-1
9.729564792E0,6.539300137E-1,3.253827138E-1,1.581046182E-1,7.473255271E-1
9.739574792E0,6.693275598E-1,3.005371453E-1,2.809037483E-1,7.856391498E-1
9.749584792E0,3.452242168E-1,2.135941283E-1,4.604758340E-1,6.138731182E-1
9.759594792E0,1.221532503E-1,1.772669306E-1,5.173341590E-1,5.603388380E-1
9.769603792E0,2.108517659E-1,1.687302881E-1,5.341986984E-1,5.985788391E-1
9.779613792E0,4.018489821E-1,3.310585694E-1,5.522163087E-1,7.589632616E-1
9.789623792E0,6.065457129E-1,4.836272631E-1,6.159147066E-1,9.905271108E-1
9.799633792E0,6.171063691E-1,4.605615323E-1,6.378300709E-1,9.998821906E-1
9.809643792E0,2.607072096E-1,3.603457012E-1,5.214593697E-1,6.853737285E-1
9.819653792E0,-1.139335452E-1,3.499698170E-1,2.995440871E-1,4.745380761E-1
9.829663792E0,-1.358390605E-1,3.718807959E-1,1.277634162E-1,4.160181092E-1
9.839673792E0,-6.918500477E-2,3.991260068E-1,1.558195263E-1,4.340136622E-1
9.849682792E0,-3.487123002E-1,5.417909790E-1,3.547213376E-1,7.355032023E-1
9.859692792E0,-6.440840334E-1,6.450567909E-1,5.324129587E-1,1.055654330E0
9.869702792E0,-7.677243586E-1,6.490500006E-1,6.574767154E-1,1.201225302E0
9.879712792E0,-9.873533068E-1,7.440998532E-1,8.443969971E-1,1.497183166E0
9.889722792E0,-1.087660610E0,7.734934408E-1,8.413120061E-1,1.577689322E0
9.899732792E0,-9.943000913E-1,7.479183043E-1,7.615068680E-1,1.458734785E0
9.909742792E0,-7.206226976E-1,7.203017586E-1,5.837825024E-1,1.174280080E0
9.919751792E0,-4.982461428E-1,7.240393719E-1,4.688034385E-1,9.961219277E-1
9.929761792E0,-4.922148495E-1,6.963920552E-1,3.603218007E-1,9.257802940E-1
9.939771792E0,-2.905470494E-1,4.739694536E-1,3.357629102E-1,6.494623644E-1
9.949781792E0,1.241516276E-1,3.570010208E-1,5.411820281E-1,6.601070693E-1
9.959791792E0,4.378126474E-1,3.588502027E-1,8.603090250E-1,1.029847076E0
9.969801792E0,4.632773447E-1,4.276011796E-1,1.124271051E0,1.288974035E0
9.979811792E0,2.528654721E-1,5.181074533E-1,1.160976362E0,1.296241642E0
9.989821792E0,1.421858294E-1,5.729241499E-1,1.001606991E0,1.162615782E0
9.999830792E0,1.599260990E-2,6.264764591E-1,7.434091508E-1,9.723094584E-1
1.000984079E1,-1.301812033E-1,5.380933095E-1,5.361481601E-1,7.706791842E-1
1.001985079E1,-2.824832639E-1,3.246784897E-1,4.311719280E-1,6.091979544E-1
1.002986079E1,-4.363902391E-1,2.966149975E-1,2.272912127E-1,5.745243188E-1
1.003987079E1,-3.798507335E-1,3.708284432E-1,5.367685497E-2,5.335555443E-1
1.004988079E1,-2.601973689E-1,3.750843392E-1,9.162586927E-3,4.565905006E-1
1.005989079E1,-2.464367509E-1,3.667648476E-1,4.831729710E-2,4.445020662E-1
1.006990079E1,-3.119868158E-1,3.287708098E-1,1.320757377E-1,4.720911131E-1
1.007990979E1,-4.036421404E-1,3.757921446E-1,3.434788960E-1,6.497110631E-1
1.008991979E1,-4.307844038E-1,1.932213509E-1,6.859280974E-1,8.327106627E-1
1.009992979E1,-4.500416970E-1,1.403184845E-1,6.531690717E-1,8.055163824E-1
1.010993979E1,-3.384475862E-1,2.552834785E-1,4.882717431E-1,6.466264131E-1
1.011994979E1,-2.751712111E-1,1.770567232E-1,4.843125933E-1,5.844886370E-1
1.012995979E1,-3.834070466E-1,-2.518845286E-2,4.611003166E-1,6.002074005E-1
1.013996979E1,-4.450782879E-1,-4.973641634E-3,4.402988470E-1,6.260850534E-1
1.014997979E1,-2.335239060E-1,-6.047369499E-2,7.266019142E-1,7.655983439E-1
1.015998879E1,3.286405630E-2,-5.647518620E-2,1.192474144E0,1.194262984E0
1.016999879E1,1.243152400E-1,1.036731070E-1,1.517761182E0,1.526368697E0
1.018000879E1,5.535705239E-3,1.247128324E-1,1.768990311E0,1.773389595E0
1.019001879E1,-2.265315132E-1,5.879930824E-2,1.727018997E0,1.742804780E0
1.020002879E1,-3.542417928E-1,4.884732893E-2,1.646920329E0,1.685295190E0
1.021003879E1,-3.290121536E-1,4.464411277E-2,1.803590625E0,1.833897826E0
1.022004879E1,-3.315180510E-1,2.660490431E-2,1.778429471E0,1.809260463E0
1.023005879E1,-3.826800916E-1,2.589401079E-2,1.611203781E0,1.656228299E0
1.024006779E1,-4.135217422E-1,9.893103333E-2,1.350489299E0,1.415842127E0
1.025007779E1,-3.704554640E-1,1.611452982E-1,9.621055412E-1,1.043480776E0
1.026008779E1,-2.382854399E-1,1.270495077E-1,6.008224583E-1,6.587178111E-1
1.027009779E1,-1.863673543E-1,7.822589653E-2,3.992034459E-1,4.474544366E-1
1.028010779E1,-1.809952980E-1,-8.353588097E-3,2.377840412E-1,2.989487089E-1
1.029011779E1,-1.202577840E-1,-2.804821640E-2,3.883381498E-1,4.074986572E-1
1.030012779E1,3.069949016E-2,-1.326495688E-1,6.974430192E-1,7.106089866E-1
1.031013779E1,1.206898201E-1,-1.652720986E-1,8.100270635E-1,8.354787507E-1
1.032014679E1,8.746133611E-2,-1.289798563E-1,7.044052988E-1,7.214375328E-1
1.033015679E1,2.404412352E-1,-1.627031975E-1,4.761218137E-1,5.576524899E-1
1.034016679E1,3.541209747E-1,-1.255865343E-1,2.090695345E-1,4.299810607E-1
1.035017679E1,3.726893927E-1,-5.064549392E-2,-1.113210458E-1,3.922431959E-1
1.036018679E1,3.889058413E-1,-6.972857656E-2,-2.568868947E-1,4.712756141E-1
1.037019679E1,2.923593208E-1,-2.765071172E-1,-3.415487301E-1,5.278121762E-1
1.038020679E1,1.942523246E-1,-3.299745687E-1,-3.532753211E-1,5.209804547E-1
1.039021579E1,8.779389650E-2,-1.733238059E-1,-1.528573269E-1,2.472130100E-1
1.040022579E1,-1.833262905E-2,-2.349659756E-1,-1.093996507E-1,2.598333669E-1
1.041023579E1,-4.142282685E-1,-2.901190332E-1,3.482426226E-2,5.069189690E-1
1.042024579E1,-5.508504722E-1,-1.227265698E-1,6.286464339E-1,8.448043517E-1
1.043025562E1,-2.115343552E-1,-1.333338575E-1,1.111720002E0,1.139493776E0
1.044026562E1,-1.087121643E-2,-1.232498042E-1,1.392213276E0,1.397700434E0
1.045027562E1,-8.652475834E-2,3.124914670E-2,1.281681604E0,1.284978902E0
1.046028562E1,-3.103868349E-1,-2.651847515E-2,9.616792792E-1,1.010875983E0
1.047029462E1,-3.624592504E-1,-1.485279205E-1,6.995661432E-1,8.017668240E-1
1.048030462E1,-2.113780518E-1,-9.385742258E-2,5.401453167E-1,5.875771096E-1
1.049031462E1,-1.088768365E-1,-7.837810686E-2,2.771200150E-1,3.078843872E-1
1.050032462E1,-2.621962762E-2,-1.490550287E-2,1.158041060E-2,3.230710135E-2
1.051033462E1,2.823130734E-2,5.549373105E-3,-9.908984005E-2,1.031823563E-1
1.052034462E1,-7.447938446E-2,-4.691869793E-2,-2.298493695E-1,2.461285753E-1
1.053035462E1,-1.890328076E-1,-1.293510997E-1,-4.009950328E-1,4.618031243E-1
1.054036462E1,-1.770875307E-1,-9.932519048E-2,-4.815702492E-1,5.226235662E-1
1.055037362E1,-5.405770971E-2,-3.524277672E-2,-3.791580212E-1,3.846103149E-1
1.056038362E1,2.098510880E-2,-4.011270337E-2,-2.510893804E-1,2.551377681E-1
1.057039362E1,3.414141711E-2,-4.510118231E-2,-1.767244917E-1,1.855567271E-1
1.058040362E1,-5.658021681E-3,-5.857916057E-2,-9.969268799E-2,1.157677127E-1
1.059041362E1,-1.022887147E-1,-1.581535521E-1,-1.235230154E-1,2.252408989E-1
1.060042362E1,2.075979548E-1,-3.289340202E-2,1.366649834E0,1.382718574E0
1.061043362E1,-1.504151002E-1,-5.188680299E-2,7.720751256E-1,7.883000331E-1
1.062044362E1,8.276981349E-2,-2.424771626E-1,4.149558449E-1,4.876826526E-1
1.063045262E1,-9.743597338E-2,-3.563481426E-2,7.046830416E-2,1.254168680E-1
1.064046262E1,-1.462708952E-1,5.573511142E-3,-4.752558410E-2,1.538990577E-1
1.065047262E1,-2.969148317E-1,-5.560789794E-2,-1.369131392E-1,3.316562427E-1
1.066048262E1,-3.239945482E-1,-9.623256158E-2,1.793726957E-1,3.826326399E-1
1.067049262E1,-2.144724166E-1,-3.631199492E-2,4.472576183E-1,4.973493295E-1
1.068050262E1,2.427844795E-2,-7.859909507E-2,-5.764945328E-2,1.004525771E-1
1.069051262E1,4.573735937E-2,-1.249018071E-1,2.048039907E-1,2.442069657E-1
1.070052263E1,9.354183739E-2,-1.155351158E-1,5.322047979E-1,5.525761352E-1
1.071053162E1,-7.814716925E-2,-1.723390069E-1,2.126345819E-1,2.846421943E-1
1.072054162E1,-3.811806097E-1,-2.636611133E-1,-1.892392874E-1,5.006269547E-1
1.073055162E1,-2.949709066E-1,-2.553258526E-1,2.488808870E-2,3.909201244E-1
1.074056162E1,-3.405074872E-1,-2.344641566E-1,2.443674213E-1,4.802439236E-1
1.075057162E1,-4.082051248E-1,-7.451828215E-2,-2.294821644E-1,4.741797782E-1
1.076058162E1,1.446177047E-1,1.831491930E-1,-7.398476118E-1,7.757785741E-1
1.077059162E1,4.384870141E-1,-4.719000874E-1,1.160131440E0,1.326976078E0
1.078060162E1,-2.359623594E-1,-6.887077175E-2,-3.678413200E-1,4.424123133E-1
1.079061062E1,-3.504756012E-1,2.726134380E-1,-2.183356172E-1,4.947945789E-1
1.080062062E1,6.513749815E-2,-1.698874521E-1,2.100384182E-1,2.778862666E-1
1.081063062E1,6.567241788E-2,-1.102159403E-1,-1.456757766E-1,1.941181389E-1
1.082064062E1,-1.233816133E-1,6.917078873E-2,-3.617087603E-2,1.459998383E-1
1.083065062E1,-6.595621797E-2,4.020212922E-2,-6.316747069E-3,7.750054953E-2
1.084066062E1,-1.046218268E-1,6.198578496E-3,-3.500611067E-2,1.104969538E-1
1.085067062E1,-1.313183223E-1,1.577622637E-2,-1.670432568E-2,1.333132611E-1
1.086068062E1,-1.753065785E-1,-1.945688874E-2,-1.083547533E-2,1.767155186E-1
1.087068962E1,-1.575065394E-1,-1.197805781E-1,2.363912344E-2,1.992849844E-1
1.088069962E1,-1.726630157E-1,-5.018140316E-2,2.444720864E-2,1.814617211E-1
1.089070962E1,-1.484285178E-1,-1.433264476E-2,2.482259989E-2,1.511708010E-1
1.090071962E1,2.700870023E-3,-5.248087096E-2,5.995150208E-2,7.972276411E-2
1.091072962E1,2.081561812E-1,-5.388049339E-3,3.417580605E-2,2.110118778E-1
1.092073962E1,2.939067499E-1,3.785827283E-2,6.304584861E-2,3.029673340E-1
1.093074962E1,2.287669768E-1,-1.922125965E-2,8.189668715E-2,2.437434181E-1
1.094075963E1,-9.454746712E-2,-6.957290358E-2,2.142478287E-2,1.193257465E-1
1.095076862E1,-2.707044317E-1,-5.279286560E-3,-3.230995953E-2,2.726769035E-1
1.096077862E1,-1.253827040E-1,-7.607349990E-2,4.016043127E-2,1.520554507E-1
1.097078862E1,2.333254661E-2,-7.929960064E-2,-4.378219664E-2,9.353991199E-2
1.098079862E1,1.471589411E-1,-9.107532651E-2,-3.071951687E-2,1.757673399E-1
1.099080862E1,1.071621314E-1,-1.815697504E-1,1.993315816E-2,2.117749453E-1
1.100081862E1,1.962990237E-2,-2.143623611E-1,4.980599821E-2,2.209461300E-1
1.101082862E1,-1.743737923E-2,-1.791874851E-1,5.083218455E-2,1.870725207E-1
1.102083862E1,-4.886477464E-2,-1.306179720E-1,1.114660567E-1,1.785315172E-1
1.103084762E1,-6.564662161E-2,-5.727274641E-2,3.237369418E-2,9.293924083E-2
1.104085762E1,-1.058361017E-1,-4.419899348E-2,1.744107485E-1,2.087437200E-1
1.105086762E1,-8.252265899E-2,-6.340083855E-2,8.876190305E-2,1.367784011E-1
1.106087762E1,-7.570216516E-2,-5.490540979E-2,3.139311612E-2,9.864557554E-2
1.107088762E1,-8.028110147E-2,-6.087239287E-2,4.721802056E-2,1.112656503E-1
1.108089762E1,-8.125418779E-2,-5.758907164E-2,3.416177273E-2,1.052889877E-1
1.109090762E1,-7.969068800E-2,-6.055742894E-2,1.932153940E-2,1.019368915E-1
1.110091762E1,-7.339246016E-2,-5.085192804E-2,2.574470580E-2,9.292557060E-2
1.111092662E1,-7.579452833E-2,-5.269594800E-2,1.645932734E-2,9.376877367E-2
1.112093662E1,-7.854858974E-2,-5.090804304E-2,1.780769527E-2,9.528181257E-2
1.113094662E1,-7.459586282E-2,-5.648596700E-2,1.496010125E-2,9.475764796E-2
1.114095662E1,-8.067207919E-2,-4.648795000E-2,1.451045036E-2,9.423198516E-2
1.115096662E1,-7.144421359E-2,-4.199820201E-2,1.660316885E-2,8.452094322E-2
1.116097662E1,-8.208663030E-2,-4.993435373E-2,1.704872668E-2,9.758234285E-2
1.117098663E1,-8.226261321E-2,-4.559074958E-2,1.749369979E-2,9.566443180E-2
1.118099663E1,-7.267025137E-2,-4.295124334E-2,1.973493755E-2,8.669049832E-2
1.119100562E1,-6.573406946E-2,-4.530311225E-2,1.119741797E-2,8.061465150E-2
1.120101562E1,-6.690463635E-2,-4.454344930E-2,3.562123775E-3,8.045519229E-2
1.121102562E1,-7.292845162E-2,-4.437598139E-2,1.733114719E-2,8.711001919E-2
1.122103562E1,-7.270823086E-2,-4.279393497E-2,1.463499606E-2,8.562704488E-2
1.123104562E1,-7.466231551E-2,-4.481431243E-2,2.137040377E-2,8.966313687E-2
1.124105562E1,-7.516073126E-2,-3.656108631E-2,2.047168672E-2,8.605195241E-2
1.125106562E1,-5.894113977E-2,-3.895595052E-2,1.747732759E-2,7.278104848E-2
1.126107562E1,-6.892950886E-2,-3.357226375E-2,1.852222502E-2,7.887614915E-2
1.127108462E1,-7.074770513E-2,-4.242097397E-2,8.491911292E-3,8.292701232E-2
1.128109462E1,-6.456023178E-2,-4.970677827E-2,2.061494350E-2,8.404619699E-2
1.129110462E1,-6.824932693E-2,-4.734754552E-2,2.360871792E-2,8.635468867E-2
1.130111462E1,-6.570755599E-2,-3.391303766E-2,1.642541349E-2,7.574543713E-2
1.131112462E1,-5.758424312E-2,-3.593512360E-2,2.166451871E-2,7.125047042E-2
1.132113462E1,-6.160571594E-2,-3.156792959E-2,1.552903533E-2,7.094328265E-2
1.133114462E1,-6.807705791E-2,-3.038501046E-2,1.013965666E-2,7.523660885E-2
1.134115462E1,-6.249524189E-2,-4.311401521E-2,7.597287297E-3,7.630329181E-2
1.135116462E1,-6.443395933E-2,-4.092796968E-2,1.089160860E-2,7.710681523E-2
1.136117362E1,-5.959523306E-2,-3.171639405E-2,1.718028903E-2,6.966120719E-2
1.137118362E1,-7.094823265E-2,-3.507511695E-2,1.463441133E-2,8.048653018E-2
1.138119362E1,-6.070089586E-2,-2.976796475E-2,1.328721285E-2,6.890051168E-2
1.139120362E1,-5.904787886E-2,-3.717001900E-2,1.343631685E-2,7.105488668E-2
1.140121362E1,-5.993940566E-2,-2.485242982E-2,2.391511202E-2,6.915423488E-2
1.141122363E1,-5.760474949E-2,-3.617802059E-2,1.148977876E-2,6.898674767E-2
1.142123363E1,-6.023760452E-2,-3.534239866E-2,1.717736542E-2,7.192159637E-2
1.143124354E1,-5.705152066E-2,-3.414013803E-2,2.181830049E-2,6.997473309E-2
1.144125254E1,-6.056111086E-2,-3.336463278E-2,2.526289523E-2,7.361426998E-2
1.145126254E1,-6.509307758E-2,-3.340533488E-2,1.568398654E-2,7.482654998E-2
1.146127254E1,-4.997008570E-2,-3.915782564E-2,1.224290013E-2,6.465472432E-2
1.147128254E1,-5.085309749E-2,-3.954694871E-2,1.149562597E-2,6.543812415E-2
1.148129254E1,-5.580419993E-2,-3.972370821E-2,1.943029761E-2,7.120125132E-2
1.149130254E1,-5.846870301E-2,-3.157850940E-2,2.077866554E-2,6.962430919E-2
1.150131254E1,-5.463431826E-2,-3.353610238E-2,1.539104104E-2,6.592771070E-2
1.151132254E1,-4.894189850E-2,-2.814694298E-2,2.093010843E-2,6.021319845E-2
1.152133154E1,-4.648017503E-2,-3.233686586E-2,1.763754129E-2,5.930566944E-2
1.153134154E1,-5.339477249E-2,-3.602536258E-2,1.015544415E-2,6.520706652E-2
1.154135154E1,-5.337903069E-2,-3.450602755E-2,8.060971498E-3,6.407000949E-2
1.155136154E1,-5.573622605E-2,-3.143184478E-2,2.243108869E-2,6.780591051E-2
1.156137154E1,-5.462375673E-2,-2.324052606E-2,2.407941878E-2,6.406009100E-2
1.157138154E1,-4.575830885E-2,-2.280859041E-2,1.899058700E-2,5.454078309E-2
1.158139154E1,-5.184382595E-2,-2.552235628E-2,1.599973619E-2,5.995969077E-2
1.159140154E1,-4.810198252E-2,-2.613566525E-2,2.019394398E-2,5.834954236E-2
1.160141154E1,-5.186195232E-2,-3.350191444E-2,2.154055774E-2,6.539140614E-2
1.161142054E1,-5.453418469E-2,-2.489256548E-2,1.705106556E-2,6.232460151E-2
1.162143054E1,-4.486169315E-2,-2.663925670E-2,2.199313223E-2,5.662083870E-2
1.163144054E1,-5.261413266E-2,-3.457173564E-2,1.825442255E-2,6.554903358E-2
1.164145054E1,-5.038048714E-2,-2.245256807E-2,1.691131711E-2,5.769145469E-2
1.165146054E1,-4.245214694E-2,-1.962618847E-2,1.571673095E-2,4.933951445E-2
1.166147054E1,-3.522357227E-2,-2.301615743E-2,1.646868289E-2,4.518474369E-2
1.167148054E1,-4.072223905E-2,-2.879642703E-2,9.134520292E-3,5.070477714E-2
1.168149054E1,-4.220691106E-2,-2.586209322E-2,6.141915321E-3,4.987979883E-2
1.169149954E1,-4.372974529E-2,-2.277998017E-2,1.857017219E-2,5.268841822E-2
1.170150954E1,-4.680582840E-2,-3.109194340E-2,1.782348275E-2,5.895058145E-2
1.171151954E1,-4.552880564E-2,-2.930244416E-2,2.022025645E-2,5.779588348E-2
1.172152954E1,-4.330524657E-2,-2.617971580E-2,1.318664074E-2,5.229349284E-2
1.173153954E1,-4.318681304E-2,-1.819738935E-2,1.707971692E-2,4.987948005E-2
1.174154954E1,-4.962697291E-2,-2.802679184E-2,2.800874770E-2,6.350454667E-2
1.175155954E1,-4.163400270E-2,-2.548240792E-2,1.588805437E-2,5.133394166E-2
1.176156954E1,-4.031118893E-2,-1.851930141E-2,1.678969502E-2,4.743258729E-2
1.177157854E1,-4.676036630E-2,-1.974108626E-2,2.562249899E-2,5.685731965E-2
1.178158854E1,-4.056856692E-2,-1.564314740E-2,1.783985496E-2,4.699762874E-2
1.179159854E1,-3.415933334E-2,-2.179344068E-2,1.679437280E-2,4.386188629E-2
1.180160854E1,-3.427589393E-2,-2.242304420E-2,8.862040043E-3,4.190662918E-2
1.181161854E1,-4.549168495E-2,-2.228734768E-2,1.395204127E-2,5.254406458E-2
1.182162854E1,-4.293477978E-2,-1.931483794E-2,1.170904934E-2,4.851350447E-2
1.183163854E1,-4.770111021E-2,-2.241069652E-2,9.766604304E-3,5.360057643E-2
1.184164854E1,-3.924256459E-2,-1.661465771E-2,1.156579256E-2,4.415646367E-2
1.185165854E1,-4.225723366E-2,-2.474815296E-2,1.501155674E-2,5.122003229E-2
1.186166754E1,-3.882221374E-2,-2.489156049E-2,2.384728432E-2,5.191769479E-2
1.187167754E1,-4.213054094E-2,-1.821369760E-2,1.621549845E-2,4.867919114E-2
1.188168754E1,-3.620988792E-2,-2.150143621E-2,1.471978068E-2,4.461098167E-2
1.189169754E1,-3.682598345E-2,-2.071218087E-2,2.550204635E-2,4.935080406E-2
1.190170754E1,-3.207313816E-2,-2.278112220E-2,1.891925097E-2,4.365322184E-2
1.191171754E1,-3.298184115E-2,-2.575490645E-2,1.637805104E-2,4.493726302E-2
1.192172754E1,-3.377622195E-2,-1.856772824E-2,1.503377616E-2,4.137158598E-2
1.193173754E1,-3.578564501E-2,-1.528407354E-2,1.818074763E-2,4.295060974E-2
1.194174654E1,-3.706974839E-2,-2.142991746E-2,1.758140802E-2,4.628729325E-2
1.195175654E1,-3.942934658E-2,-2.603256696E-2,1.414207578E-2,4.931902495E-2
1.196176654E1,-3.752299896E-2,-1.881016385E-2,1.130149841E-2,4.346862756E-2
1.197177654E1,-3.247507942E-2,-2.478609590E-2,1.085418642E-2,4.227049439E-2
1.198178654E1,-3.423565778E-2,-2.556527850E-2,2.746904969E-2,5.079579136E-2
1.199179654E1,-3.796846543E-2,-1.573731498E-2,2.866831362E-2,5.011127275E-2
1.200180654E1,-3.413268283E-2,-1.520101567E-2,1.325096011E-2,3.964465738E-2
1.201181654E1,-2.365364098E-2,-2.167681614E-2,1.819361150E-2,3.688341889E-2
1.202182654E1,-3.175991013E-2,-1.754411375E-2,1.924260199E-2,4.107025140E-2
1.203183554E1,-3.648363811E-2,-1.878883522E-2,2.059213936E-2,4.591418498E-2
1.204184554E1,-3.701117573E-2,-1.761550460E-2,1.385848582E-2,4.326881973E-2
1.205185554E1,-2.786772016E-2,-2.184283138E-2,2.388879955E-2,4.271292373E-2
1.206186554E1,-2.947351176E-2,-2.974574990E-2,1.341058910E-2,4.396977863E-2
1.207187554E1,-3.799022804E-2,-2.043381230E-2,1.550857008E-2,4.584009007E-2
1.208188554E1,-3.329249276E-2,-1.400621481E-2,1.431398392E-2,3.885169575E-2
1.209189554E1,-2.847255981E-2,-1.266409152E-2,1.910519242E-2,3.655234949E-2
1.210190554E1,-2.676789545E-2,-1.174616089E-2,1.237036943E-2,3.174143289E-2
1.211191454E1,-3.271892658E-2,-1.028763233E-2,1.656282306E-2,3.808793304E-2
1.212192454E1,-3.722500110E-2,-1.671286809E-2,1.611609578E-2,4.387196383E-2
1.213193454E1,-2.885605493E-2,-1.469329919E-2,1.940749347E-2,3.775202975E-2
1.214194454E1,-3.019691284E-2,-1.734815894E-2,1.566761434E-2,3.818751501E-2
1.215195454E1,-3.076558197E-2,-1.512213307E-2,1.432333946E-2,3.715316939E-2
1.216196454E1,-2.862469705E-2,-2.099304365E-2,1.162894249E-2,3.735389493E-2
1.217197454E1,-3.135625125E-2,-1.811242657E-2,1.926306725E-2,4.101634123E-2
1.218198454E1,-2.500770994E-2,-1.868701600E-2,1.417598963E-2,3.428627722E-2
1.219199454E1,-2.104563662E-2,-1.162594122E-2,2.121428311E-2,3.206442168E-2
1.220200354E1,-2.073499415E-2,-1.439327764E-2,1.418125212E-2,2.895193146E-2
1.221201354E1,-2.294483967E-2,-1.037488832E-2,1.418242157E-2,2.890060651E-2
1.222202354E1,-2.269447834E-2,-1.522147635E-2,2.406421602E-2,3.641180004E-2
1.223203354E1,-2.007894569E-2,-1.754141398E-2,2.451620579E-2,3.622029280E-2
1.224204354E1,-3.019918777E-2,-1.826094585E-2,1.553663671E-2,3.855956646E-2
